Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
265acaee-03ba-03d3-610f-3c6205f2058a,2024-03-12,,999-52-7574,,,,Melida518,,Breitenberg711,,,,white,nonhispanic,F,Boston  Massachusetts  US,749 Huel Divide Apt 62,Mansfield,Massachusetts,Bristol County,,00000,42.0510253051502,-71.22232059646302,4849.85,816.29,113135
97a5d44c-7b79-bb63-b0bf-bcb0ca125032,2019-05-14,,999-35-1200,,,,Zena758,Shay725,Schaden604,,,,white,nonhispanic,F,Lowell  Massachusetts  US,605 Fay Stravenue,Princeton,Massachusetts,Worcester County,,00000,42.473004872586515,-71.89075860568488,14321.37,1263.92,133315
90a61515-97f9-b4ca-27cc-97bb7fabd472,2012-03-07,,999-90-7066,,,,Jonell764,,Roberts511,,,,white,nonhispanic,F,Chicopee  Massachusetts  US,560 Bode Boulevard,Pinehurst,Massachusetts,Middlesex County,25017,01866,42.56714255981088,-71.26904416691619,32081.77,0.00,79741
66089d7e-ce95-e466-e758-6fa928a58aee,2011-08-22,,999-10-5434,,,,Jong718,Zena758,MacGyver246,,,,white,nonhispanic,F,Harvard  Massachusetts  US,1088 Wolf Rest,Waltham,Massachusetts,Middlesex County,25017,02452,42.41507110964247,-71.21339932569366,36752.76,4594.95,54448
81af9f8e-c1ee-7dcc-6768-1341ece7843d,2011-12-14,,999-44-6512,,,,Fred155,,Stroman228,,,,black,nonhispanic,F,Lawrence  Massachusetts  US,392 Quitzon Throughway,Boston,Massachusetts,Suffolk County,25025,02210,42.3165768491339,-71.07742892862822,16346.88,20662.27,31763
d98e186f-d4b5-15d5-c3c8-beff8fbc8ab7,2004-03-11,,999-31-9697,S99946567,X26306417X,Mr.,Kermit56,Eli762,Grimes165,,,,white,nonhispanic,M,Tisbury  Massachusetts  US,798 Ebert Promenade,Somerville,Massachusetts,Middlesex County,25017,02140,42.41194856712847,-71.16123899301436,4707.41,61333.19,8227
263ffa31-bd3d-47dc-4012-30fd3fa9112e,2006-02-07,,999-46-5353,S99929997,,Ms.,Breann988,Mariette443,Jerde200,,,,other,nonhispanic,F,Wilmington  Massachusetts  US,404 Lang Landing,Amherst Center,Massachusetts,Hampshire County,,00000,42.33901290795211,-72.52335957296613,64586.68,65614.17,40282
41741686-affa-9449-58fa-4f9fd9c09a4b,1996-12-19,,999-92-1439,S99944704,X68547824X,Mr.,Lyndon118,Jospeh459,Kilback373,,,S,white,nonhispanic,M,Walpole  Massachusetts  US,910 Gleichner Station Unit 71,Billerica,Massachusetts,Middlesex County,,00000,42.59763428592421,-71.27265949750728,65155.98,52186.62,40747
2121ba92-e93d-9736-4f74-5e5bc36df6d9,2000-03-26,,999-82-4778,S99972591,X44771967X,Ms.,Tam840,Shenika151,Erdman779,,,,white,nonhispanic,F,Ashburnham  Massachusetts  US,992 Schumm Camp,Bourne,Massachusetts,Barnstable County,25001,02532,41.71032775839053,-70.61037149544609,60793.37,20304.09,74734
08e6e87e-c9ad-caf4-8dbe-fba688a2abaf,2003-09-16,,999-93-4977,S99980833,X41167633X,Ms.,Adelaide981,Mui729,Klein929,,,,white,nonhispanic,F,Berlin  Massachusetts  US,137 Schulist Gate Unit 35,Westfield,Massachusetts,Hampden County,25013,01085,42.166750476058056,-72.83470774896067,6073.35,795482.47,17586
0ac7e390-7a6a-ba69-9f52-96dfa55aca20,1998-10-05,,999-83-9080,S99953799,X32678672X,Ms.,Madlyn383,Lavonne167,Cassin499,,,,white,hispanic,F,Worcester  Massachusetts  US,1025 Kovacek Approach,Blackstone,Massachusetts,Worcester County,,00000,42.039391861994524,-71.53884925134616,58888.40,182817.82,75365
